ObsId,RA,DEC,THETA,POS_ERR,SIGNIFICANCE,gaia_match,archival_match,chandra_match,erosita_match,ned_match,simbad_match,vizier_match,xray-binaries_match
18065,148.95902680128478,69.6797393418857,3.8864825679763038,0.008337316316475702,1818.0126953125,no,no,yes,no,no,unknown,no,no
18070,148.95865262073667,69.67959685438579,2.8747593782204905,0.0110139900857371,1095.029052734375,no,no,no,no,no,unknown,no,yes
18071,148.95849496409087,69.6798046607721,2.834317947726221,0.00584281815885396,2312.283203125,no,no,no,no,no,unknown,no,no
19333,149.11730348799216,28.85658158919085,4.3244595455351655,0.12116900688880831,51.132835388183594,yes,no,no,no,yes,unknown,no,no
19439,236.45553814274774,9.029381112297548,3.9534920911419533,0.15538945910174246,19.502620697021484,yes,no,no,no,yes,unknown,yes,no
20925,127.11659695710416,-6.933468222556874,4.767899645912708,0.5560775450959414,6.012607574462891,no,no,no,no,no,unknown,yes,no
22475,110.91726633553317,80.27600102482708,11.161697925829309,1.0234639184514998,7.076607704162598,no,no,no,no,no,unknown,no,no
22478,56.565553102387604,68.1869088938847,6.448930885553419,0.03286092636168301,1028.1754150390625,no,yes,yes,no,no,unknown,no,yes
22481,56.481194548094855,68.08196667142336,2.9072916637308546,0.011040090801316687,1873.2379150390625,yes,no,no,no,no,unknown,no,no
24393,179.48368097722744,55.453629311114234,0.15781694892773784,0.019596895277196092,1008.9910278320312,yes,yes,yes,no,no,unknown,no,no
25989,179.48405913798067,55.4537081539104,0.17217499605501138,0.02734167359130583,792.9857788085938,yes,yes,no,no,no,unknown,no,yes
25990,179.4840912070238,55.453704651579734,0.17703418250672753,0.028385642981009023,704.0715942382812,yes,yes,no,no,no,unknown,no,yes
25240,186.4750484774112,-36.141601777181855,5.553608500715657,0.25899115400231026,35.35786437988281,yes,no,no,no,no,unknown,no,no
27832,136.3489570462858,3.4874594096873124,6.612956671833152,0.6948379685002065,7.026972770690918,yes,no,no,no,yes,unknown,yes,no
28102,124.87130562577717,70.70533211137472,2.424538177571727,0.025193067242800037,678.7450561523438,yes,yes,no,no,no,unknown,no,no
30164,183.98059850761,9.524115883688516,7.278511021311733,0.47770589564590965,15.66181755065918,yes,no,no,no,yes,unknown,yes,no
30892,192.7427024418438,-6.568776780279981,9.218607546902582,0.9101626314816416,11.262083053588867,no,no,no,no,no,unknown,no,no
